"sep=	"
Shimmer_96A9_TimestampSync_Unix_CAL	Shimmer_96A9_Pressure_BMP180_CAL	Shimmer_96A9_Temperature_BMP180_CAL	
ms	kPa	Degrees Celsius	
1.7387356500963904E12	100.46644073572962	30.429437959968787	
1.7387356501012732E12	100.47585872232052	30.429437959968787	
1.7387356501061558E12	100.47585872232052	30.429437959968787	
1.7387356501110386E12	100.4695800637251	30.429437959968787	
1.7387356501159214E12	100.4695800637251	30.429437959968787	
1.738735650120804E12	100.4695800637251	30.429437959968787	
1.7387356501256868E12	100.4695800637251	30.429437959968787	
1.7387356501305693E12	100.46644073572962	30.429437959968787	
1.7387356501354521E12	100.46644073572962	30.429437959968787	
1.7387356501403347E12	100.46016208234306	30.429437959968787	
1.7387356501452175E12	100.46016208234306	30.429437959968787	
1.7387356501501E12	100.46016208234306	30.429437959968787	
1.738735650154983E12	100.46016208234306	30.429437959968787	
1.7387356501598655E12	100.4695800637251	30.429437959968787	
1.7387356501647483E12	100.4695800637251	30.429437959968787	
1.7387356501696309E12	100.4695800637251	30.429437959968787	
1.7387356501745137E12	100.4695800637251	30.429437959968787	
1.7387356501793962E12	100.4695800637251	30.429437959968787	
1.738735650184279E12	100.4695800637251	30.429437959968787	
1.7387356501891616E12	100.46644073572962	30.429437959968787	
1.7387356501940444E12	100.46644073572962	30.429437959968787	
1.7387356501989272E12	100.46330140860226	30.429437959968787	
1.7387356502038098E12	100.46330140860226	30.429437959968787	
1.7387356502086926E12	100.45702275695197	30.429437959968787	
1.7387356502135752E12	100.45702275695197	30.429437959968787	
1.738735650218458E12	100.45702275695197	30.429437959968787	
1.7387356502233406E12	100.45702275695197	30.429437959968787	
1.7387356502282234E12	100.46330140860226	30.429437959968787	
1.738735650233106E12	100.46330140860226	30.429437959968787	
1.7387356502379888E12	100.46330140860226	30.429437959968787	
1.7387356502428713E12	100.46330140860226	30.429437959968787	
1.7387356502477542E12	100.4695800637251	30.429437959968787	
1.7387356502526367E12	100.4695800637251	30.429437959968787	
1.7387356502575195E12	100.46644073572962	30.429437959968787	
1.738735650262402E12	100.46644073572962	30.429437959968787	
1.738735650267285E12	100.46330140860226	30.429437959968787	
1.7387356502721675E12	100.46330140860226	30.429437959968787	
1.7387356502770503E12	100.4695800637251	30.429437959968787	
1.7387356502819329E12	100.4695800637251	30.429437959968787	
1.7387356502868157E12	100.46330140860226	30.429437959968787	
1.7387356502916985E12	100.46330140860226	30.429437959968787	
1.738735650296581E12	100.46644073572962	30.429437959968787	
1.7387356503014639E12	100.46644073572962	30.429437959968787	
1.7387356503063464E12	100.45702275695197	30.429437959968787	
1.7387356503112292E12	100.45702275695197	30.429437959968787	
1.7387356503161118E12	100.47585872232052	30.429437959968787	
1.7387356503209946E12	100.47585872232052	30.429437959968787	
1.7387356503258772E12	100.4695800637251	30.429437959968787	
1.73873565033076E12	100.4695800637251	30.429437959968787	
1.7387356503356426E12	100.46330140860226	30.429437959968787	
1.7387356503405254E12	100.46330140860226	30.429437959968787	
1.738735650345408E12	100.46644073572962	30.429437959968787	
1.7387356503502908E12	100.46644073572962	30.429437959968787	
1.7387356503551733E12	100.4695800637251	30.429437959968787	
1.7387356503600562E12	100.4695800637251	30.429437959968787	
1.7387356503649387E12	100.4695800637251	30.429437959968787	
1.7387356503698215E12	100.4695800637251	30.429437959968787	
1.7387356503747043E12	100.46644073572962	30.429437959968787	
1.738735650379587E12	100.46644073572962	30.429437959968787	
1.7387356503844697E12	100.45702275695197	30.429437959968787	
1.7387356503893523E12	100.45702275695197	30.429437959968787	
1.738735650394235E12	100.46330140860226	30.429437959968787	
1.7387356503991177E12	100.46330140860226	30.429437959968787	
1.7387356504040005E12	100.4695800637251	30.429437959968787	
1.738735650408883E12	100.4695800637251	30.429437959968787	
1.7387356504137659E12	100.4695800637251	30.429437959968787	
1.7387356504186484E12	100.4695800637251	30.429437959968787	
1.7387356504235312E12	100.46644073572962	30.429437959968787	
1.7387356504284138E12	100.46644073572962	30.429437959968787	
1.7387356504332966E12	100.4695800637251	30.429437959968787	
1.7387356504381792E12	100.4695800637251	30.429437959968787	
1.738735650443062E12	100.4695800637251	30.429437959968787	
1.7387356504479446E12	100.4695800637251	30.429437959968787	
1.7387356504528274E12	100.4695800637251	30.429437959968787	
1.7387356504577102E12	100.4695800637251	30.429437959968787	
1.7387356504625928E12	100.46644073572962	30.429437959968787	
1.7387356504674756E12	100.46644073572962	30.429437959968787	
1.7387356504723582E12	100.4695800637251	30.429437959968787	
1.738735650477241E12	100.4695800637251	30.429437959968787	
1.7387356504821235E12	100.46330140860226	30.429437959968787	
1.7387356504870063E12	100.46330140860226	30.429437959968787	
1.738735650491889E12	100.46330140860226	30.429437959968787	
1.7387356504967717E12	100.46330140860226	30.429437959968787	
1.7387356505016543E12	100.47271939258874	30.429437959968787	
1.738735650506537E12	100.47271939258874	30.429437959968787	
1.7387356505114197E12	100.4695800637251	30.429437959968787	
1.7387356505163025E12	100.4695800637251	30.429437959968787	
1.738735650521185E12	100.46644073572962	30.429437959968787	
1.7387356505260679E12	100.46644073572962	30.429437959968787	
1.7387356505309504E12	100.46644073572962	30.429437959968787	
1.7387356505358333E12	100.46644073572962	30.429437959968787	
1.7387356505407158E12	100.46644073572962	30.429437959968787	
1.7387356505455986E12	100.46644073572962	30.429437959968787	
