"sep=	"
Shimmer_6749_TimestampSync_Unix_CAL	Shimmer_6749_ECG_EMG_Status1_CAL	Shimmer_6749_EMG_CH1_24BIT_CAL	Shimmer_6749_EMG_CH2_24BIT_CAL	
ms	no_units	mV	mV	
1.7391554121558562E12	128.0	3.4264024209661192	12.478989062188752	
1.7391554121578093E12	128.0	3.5332385937259905	12.472666399399408	
1.7391554121597625E12	128.0	3.773595941892776	12.461679871282563	
1.7391554121617153E12	128.0	3.776504847586733	12.471512453338995	
1.7391554121636685E12	128.0	3.7077969759063296	12.485888698008303	
1.7391554121656216E12	128.0	3.7089028408808917	12.49742815861243	
1.7391554121675747E12	128.0	3.6004559517450274	12.506755889267431	
1.7391554121695276E12	128.0	3.3265380056545744	12.509592673332612	
1.7391554121714807E12	128.0	3.3390871690615618	12.499110996617198	
1.7391554121734338E12	128.0	3.4149591225336935	12.490792968765057	
1.739155412175387E12	128.0	3.40914131114578	12.484205860003534	
1.7391554121773398E12	128.0	3.537686094167164	12.476681170067927	
1.739155412179293E12	128.0	3.777803036904697	12.469060317960619	
1.739155412181246E12	128.0	3.745420425584367	12.483797170773805	
1.739155412183199E12	128.0	3.7129176115494107	12.491730549939142	
1.739155412185152E12	128.0	3.691064758030346	12.501466969823873	
1.7391554121871052E12	128.0	3.6731305130080996	12.507260740668862	
1.7391554121890583E12	128.0	3.423469474729237	12.520963850136262	
1.7391554121910112E12	128.0	3.3125223691291454	12.517381809240398	
1.7391554121929644E12	128.0	3.3699792667205255	12.506731848724506	
1.7391554121949175E12	128.0	3.4050303783055598	12.500865956250742	
1.7391554121968706E12	128.0	3.4447934363039456	12.496009766579839	
1.7391554121988235E12	128.0	3.7016906780033128	12.479902602819912	
1.7391554122007766E12	128.0	3.792083119402304	12.485119400634694	
1.7391554122027297E12	128.0	3.7256590992998	12.498053212728486	
1.7391554122046829E12	128.0	3.7040226106670633	12.511876524910512	
1.7391554122066357E12	128.0	3.6859922034731154	12.519377174303195	
1.7391554122085889E12	128.0	3.4081316083429187	12.532575432369164	
1.739155412210542E12	128.0	3.3122338826140423	12.525916201978866	
1.739155412212495E12	128.0	3.383441970758673	12.517093322725295	
1.739155412214448E12	128.0	3.4127473925845693	12.508727213787303	
1.7391554122164011E12	128.0	3.4391919898023593	12.50442395660368	
1.7391554122183542E12	128.0	3.6992145020820106	12.492211360797647	
1.7391554122203074E12	128.0	3.772970887776719	12.49697138829685	
1.7391554122222603E12	128.0	3.738568870850667	12.50473648366171	
1.7391554122242134E12	128.0	3.6867374603037986	12.519665660818298	
1.7391554122261665E12	128.0	3.6880837307076133	12.530123296990787	
1.7391554122281196E12	128.0	3.552350825351575	12.54000396013307	
1.7391554122300725E12	128.0	3.309397098548861	12.54625450129364	
1.7391554122320256E12	128.0	3.325672546109265	12.534691000146587	
1.7391554122339788E12	128.0	3.397217201854849	12.524257404517023	
1.7391554122359316E12	128.0	3.4116655681529324	12.517814539013052	
1.7391554122378848E12	128.0	3.5580484340248626	12.509376308446285	
1.739155412239838E12	128.0	3.777226063874491	12.501154442765845	
1.739155412241791E12	128.0	3.738640992479443	12.511828443824662	
1.739155412243744E12	128.0	3.699983799455619	12.528272175185542	
1.739155412245697E12	128.0	3.6880837307076133	12.539354865474088	
1.7391554122476501E12	128.0	3.533935769470823	12.550509677391412	
1.7391554122496033E12	128.0	3.2993000705202506	12.553995556115575	
1.7391554122515562E12	128.0	3.3177391669439276	12.541807000852467	
1.7391554122535093E12	128.0	3.398731756059141	12.5335610946291	
1.7391554122554624E12	128.0	3.4213058258659634	12.530243499705414	
1.7391554122574155E12	128.0	3.5823053418364537	12.522430323254703	
1.7391554122593684E12	128.0	3.7284958833649817	12.517429890326248	
1.7391554122613215E12	128.0	3.7645086166670265	12.522814971941507	
1.7391554122632747E12	128.0	3.703253313293455	12.535051608290466	
1.7391554122652278E12	128.0	3.692242744633684	12.552432920825433	
1.7391554122671807E12	128.0	3.671615958803808	12.55945275935961	
1.7391554122691338E12	128.0	3.361973765926413	12.57132878756469	
1.739155412271087E12	128.0	3.3047813143072107	12.560967313563902	
1.73915541227304E12	128.0	3.3584878872022497	12.549836542189505	
1.739155412274993E12	128.0	3.3952218367920524	12.541951244110018	
1.739155412276946E12	128.0	3.431859624210154	12.53767202746932	
1.7391554122788992E12	128.0	3.7041187728387643	12.521372539365991	
1.7391554122808523E12	128.0	3.759123535051767	12.526493175009072	
1.7391554122828052E12	128.0	3.684309365468347	12.539931838504295	
1.7391554122847583E12	128.0	3.676351945760085	12.55356282634292	
1.7391554122867114E12	128.0	3.6488495646535832	12.560895191935126	
1.7391554122886643E12	128.0	3.3497611701203787	12.572891422854832	
1.7391554122906174E12	128.0	3.297328746000379	12.566160070835759	
1.7391554122925706E12	128.0	3.3730804967578845	12.559885489132265	
1.7391554122945237E12	128.0	3.408323932686321	12.548105623098886	
1.7391554122964766E12	128.0	3.4153437712204977	12.547913298755484	
1.7391554122984297E12	128.0	3.585358490787962	12.539234662759462	
1.7391554123003828E12	128.0	3.7612871839150412	12.534811202861214	
1.739155412302336E12	128.0	3.711018408658315	12.545316920119555	
1.7391554123042888E12	128.0	3.6740440536392596	12.560270137819069	
1.739155412306242E12	128.0	3.67226505346279	12.568059273726854	
1.739155412308195E12	128.0	3.4733295607562336	12.580728639848468	
1.7391554123101482E12	128.0	3.2832650283890996	12.582483599482012	
1.739155412312101E12	128.0	3.329446911348531	12.573300112084562	
1.7391554123140542E12	128.0	3.3904137282069997	12.564909962603645	
1.7391554123160073E12	128.0	3.3978662965138313	12.558635380900151	
1.7391554123179604E12	128.0	3.583507368982717	12.5470718797531	
1.7391554123199133E12	128.0	3.7446270876678334	12.5425041765973	
1.7391554123218665E12	128.0	3.6994789480541885	12.553947475029725	
1.7391554123238196E12	128.0	3.6624565119492822	12.568852611643388	
1.7391554123257727E12	128.0	3.655580916672657	12.577988017954988	
1.7391554123277256E12	128.0	3.456741586137802	12.58863797847088	
1.7391554123296787E12	128.0	3.2702110135806817	12.589214951501086	
1.7391554123316318E12	128.0	3.3171621939137212	12.579622774873906	
1.739155412333585E12	128.0	3.3705081586648813	12.57128070647884	
1.7391554123355378E12	128.0	3.3769269836259266	12.570078679332576	
1.739155412337491E12	128.0	3.4348406515328866	12.561568327137033	
1.739155412339444E12	128.0	3.708734557080415	12.548514312328615	
1.739155412341397E12	128.0	3.7336646000939133	12.560895191935126	
1.73915541234335E12	128.0	3.6722169723769396	12.57315586882701	
1.7391554123453032E12	128.0	3.6688512963674027	12.584262599658482	
1.7391554123472563E12	128.0	3.61617846681815	12.59279699239695	
1.7391554123492092E12	128.0	3.3242781946195996	12.604769182773731	
1.7391554123511624E12	128.0	3.2955497458239096	12.59640307383574	
1.7391554123531155E12	128.0	3.356324238338976	12.58950343801619	
1.7391554123550686E12	128.0	3.388514525315904	12.580247828989963	
1.7391554123570215E12	128.0	3.4581840187133177	12.569718071188698	
1.7391554123589746E12	128.0	3.725178288441295	12.556351529322251	
1.7391554123609277E12	128.0	3.72748618056212	12.567097652009844	
1.7391554123628809E12	128.0	3.6743325401543627	12.578396707184718	
1.7391554123648337E12	128.0	3.6694523099405343	12.591979613937491	
1.7391554123667869E12	128.0	3.6021147492068706	12.598302276726836	
1.73915541236874E12	128.0	3.305430408966193	12.608615669641773	
1.739155412370693E12	128.0	3.2998530030075317	12.599961074188679	
1.739155412372646E12	128.0	3.3369716012841386	12.596114587320637	
1.739155412374599E12	128.0	3.3961353774232124	12.5881812081553	
1.7391554123765522E12	128.0	3.4126031493270177	12.582267234595685	
1.7391554123785054E12	128.0	3.62440033249859	12.566544719522563	
1.7391554123804583E12	128.0	3.7525123857473197	12.565294611290449	
1.7391554123824114E12	128.0	3.6971710559333633	12.57863711261397	
1.7391554123843645E12	128.0	3.6791406487394154	12.589888086702993	
1.7391554123863176E12	128.0	3.6584657818236885	12.599023493014593	
1.7391554123882705E12	128.0	3.4261620155368666	12.611284169906478	
1.7391554123902236E12	128.0	3.2780722711172428	12.609120521043204	
1.7391554123921768E12	128.0	3.341467182811163	12.60051400667596	
1.73915541239413E12	128.0	3.3822159030694845	12.593229722169605	
1.7391554123960828E12	128.0	3.3944284988755187	12.587796559468496	
1.739155412398036E12	128.0	3.623462751324505	12.573540517513814	
1.739155412399989E12	128.0	3.74296829020599	12.574598301402526	
1.739155412401942E12	128.0	3.6802705542569027	12.587508072953392	
1.739155412403895E12	128.0	3.6579849709651833	12.60010531744623	
1.7391554124058481E12	128.0	3.6538740381249633	12.608615669641773	
1.7391554124078013E12	128.0	3.408540297572648	12.621669684450191	
1.7391554124097542E12	128.0	3.270331216295308	12.620804224904882	
1.7391554124117073E12	128.0	3.2945400430210485	12.61654904880711	
1.7391554124136604E12	128.0	3.3684406719733087	12.608134858783268	
1.7391554124156135E12	128.0	3.3911349444947576	12.599504303873099	
1.7391554124175664E12	128.0	3.476839480023322	12.594503870944644	
1.7391554124195195E12	128.0	3.72383201803748	12.58447896454481	
1.7391554124214727E12	128.0	3.708566273279938	12.594431749315868	
1.7391554124234258E12	128.0	3.6603890252577096	12.605730804490742	
1.7391554124253787E12	128.0	3.655580916672657	12.617967440839701	
1.7391554124273318E12	128.0	3.5529037578388563	12.629074171671173	
1.739155412429285E12	128.0	3.28651050168401	12.637704726581342	
1.739155412431238E12	128.0	3.300958867982094	12.628713563527294	
1.739155412433191E12	128.0	3.3627430633000213	12.620034927531274	
1.739155412435144E12	128.0	3.3725275642706034	12.61193326456546	
1.7391554124370972E12	128.0	3.4737622905288883	12.603687358342095	
1.7391554124390503E12	128.0	3.7248657613832665	12.591570924707762	
1.7391554124410032E12	128.0	3.707195962333198	12.602196844680728	
1.7391554124429563E12	128.0	3.652383524463597	12.614072872885808	
1.7391554124449094E12	128.0	3.6481043078229	12.62431414417197	
1.7391554124468625E12	128.0	3.5362436615916484	12.632776415281663	
1.7391554124488154E12	128.0	3.378153051315115	12.64030110521727	
1.7391554124507686E12	128.0	3.2536230389622496	12.634026523513777	
1.7391554124527217E12	128.0	3.3322356143278618	12.628208712125863	
1.7391554124546746E12	128.0	3.3752681861640834	12.620587860018555	
1.7391554124566277E12	128.0	3.395390120592529	12.618015521925551	
1.7391554124585808E12	128.0	3.6513497811178106	12.604047966485973	
1.739155412460534E12	128.0	3.729818113225871	12.607125155980407	
1.7391554124624868E12	128.0	3.6713755533745553	12.621357157392163	
1.73915541246444E12	128.0	3.654018281382515	12.63472369925861	
1.739155412466393E12	128.0	3.6245205352132164	12.642729200052722	
1.7391554124683462E12	128.0	3.36219013081274	12.65304259296766	
1.739155412470299E12	128.0	3.2709081893255143	12.646551646377839	
1.7391554124722522E12	128.0	3.340649804351704	12.63710371300821	
1.7391554124742053E12	128.0	3.366445306910512	12.630925293476418	
1.7391554124761584E12	128.0	3.401207931980443	12.626405671406468	
1.7391554124781113E12	128.0	3.6632258093228907	12.613015088997097	
1.7391554124800645E12	128.0	3.7245772748681634	12.616573089350036	
1.7391554124820176E12	128.0	3.6508930108022306	12.630372360989137	
1.7391554124839707E12	128.0	3.6639229850677233	12.6452774976028	
1.7391554124859236E12	128.0	3.6561819302457885	12.651287633334116	
1.7391554124878767E12	128.0	3.514366767529659	12.661625066791979	
1.7391554124898298E12	128.0	3.2809571362682743	12.663572350768925	
1.739155412491783E12	128.0	3.3046851521355096	12.652056930707724	
1.7391554124937358E12	128.0	3.3546414003342075	12.645541943574978	
1.739155412495689E12	128.0	3.3802205380066876	12.642416672994694	
1.739155412497642E12	128.0	3.5169150650797367	12.631430144877848	
1.7391554124995952E12	128.0	3.7367898706741975	12.62056381947563	
1.739155412501548E12	128.0	3.691810014861029	12.631213779991521	
1.7391554125035012E12	128.0	3.6384880906527948	12.64436395697164	
1.7391554125054543E12	128.0	3.6498111863705938	12.655013917487532	
1.7391554125074072E12	128.0	3.4898213732029646	12.661504864077353	
1.7391554125093604E12	128.0	3.2567242689996085	12.668116013381802	
1.7391554125113135E12	128.0	3.2887222316331344	12.658331512411218	
1.7391554125132666E12	128.0	3.3515642108397734	12.653835930884194	
1.7391554125152195E12	128.0	3.3676713745997002	12.646623768006615	
1.7391554125171726E12	128.0	3.52131448443506	12.633329347768944	
1.7391554125191257E12	128.0	3.717605517419837	12.625948901090888	
1.7391554125210789E12	128.0	3.6882760550510154	12.640421307931897	
1.7391554125230317E12	128.0	3.636420603961222	12.654893714772905	
1.7391554125249849E12	128.0	3.638800617710823	12.66131253973395	
1.739155412526938E12	128.0	3.62303002155185	12.66701014840724	
1.739155412528891E12	128.0	3.330793181752346	12.680328609187836	
1.739155412530844E12	128.0	3.270499500095785	12.674991608658427	
1.739155412532797E12	128.0	3.3343992631911354	12.665183067144918	
1.7391554125347502E12	128.0	3.353343211016243	12.655086039116307	
1.7391554125367034E12	128.0	3.411521324895381	12.650398133245881	
1.7391554125386562E12	128.0	3.669332107225908	12.634411172200581	
1.7391554125406094E12	128.0	3.7147446928117307	12.638329780697399	
1.7391554125425625E12	128.0	3.6513497811178106	12.653811890341268	
1.7391554125445156E12	128.0	3.6496188620271917	12.663908918369879	
1.7391554125464685E12	128.0	3.5999270598006716	12.671241283962086	
1.7391554125484216E12	128.0	3.3139888422475865	12.684944393429486	
1.7391554125503748E12	128.0	3.260739039668128	12.680232447016135	
1.739155412552328E12	128.0	3.321802018698297	12.668909351298336	
1.7391554125542808E12	128.0	3.365002874334996	12.662995377738719	
1.739155412556234E12	128.0	3.398395188458187	12.654797552601204	
1.739155412558187E12	128.0	3.6776020539921985	12.638161496896922	
1.7391554125601401E12	128.0	3.7103212329134823	12.648643173612337	
1.739155412562093E12	128.0	3.6839247167815428	12.658812323269723	
1.7391554125640461E12	128.0	3.643248118151997	12.673717459883388	
1.7391554125659993E12	128.0	3.6328385630653575	12.68020840647321	
1.7391554125679521E12	128.0	3.4606361540916946	12.691483421105158	
1.7391554125699053E12	128.0	3.2491514979781506	12.691579583276859	
1.7391554125718584E12	128.0	3.309469220177637	12.678357284667964	
1.7391554125738115E12	128.0	3.3543529138191044	12.672611594908826	
1.7391554125757644E12	128.0	3.372311199384276	12.664990742801516	
1.7391554125777175E12	128.0	3.5580243934819373	12.655254322916784	
1.7391554125796707E12	128.0	3.7151774225843854	12.64979711967275	
1.7391554125816238E12	128.0	3.6614708496893464	12.665207107687843	
1.7391554125835767E12	128.0	3.6320211846058985	12.675760906032036	
1.7391554125855298E12	128.0	3.63353573881019	12.68614642057575	
1.739155412587483E12	128.0	3.443086557756252	12.69674830000579	
1.739155412589436E12	128.0	3.254031728191979	12.696868502720417	
1.739155412591389E12	128.0	3.307545976743616	12.687877339666368	
1.739155412593342E12	128.0	3.3563001977960507	12.682348014793558	
1.7391554125952952E12	128.0	3.3772635512268803	12.676842730463672	
1.7391554125972483E12	128.0	3.57648753044854	12.661961634392933	
1.7391554125992012E12	128.0	3.6889251497099975	12.657081404179104	
1.7391554126011543E12	128.0	3.703373516008081	12.667202472750642	
1.7391554126031074E12	128.0	3.627958332851529	12.68076133896049	
1.7391554126050605E12	128.0	3.6214193051758574	12.691291096761756	
1.7391554126070134E12	128.0	3.583699693326119	12.696844462177491	
1.7391554126089666E12	128.0	3.2784328792611217	12.711557274447753	
1.7391554126109197E12	128.0	3.269417675664148	12.705811584688615	
1.7391554126128728E12	128.0	3.322763640415308	12.692613326622645	
1.7391554126148257E12	128.0	3.348703386231667	12.686314704376226	
1.7391554126167788E12	128.0	3.4053669459065135	12.683285595967643	
1.739155412618732E12	128.0	3.672625661606669	12.668572783697382	
1.7391554126206848E12	128.0	3.6776741756209743	12.67578494657496	
1.739155412622638E12	128.0	3.603941830469191	12.689223610070183	
1.739155412624591E12	128.0	3.615889980303047	12.697878205523278	
1.7391554126265442E12	128.0	3.5448020948730425	12.707326138892906	
1.739155412628497E12	128.0	3.2687204999193153	12.719779140128193	
1.7391554126304502E12	128.0	3.2469397680290264	12.71177363933408	
1.7391554126324033E12	128.0	3.3210086807817634	12.702349746507377	
1.7391554126343564E12	128.0	3.359786076520214	12.696820421634566	
1.7391554126363093E12	128.0	3.413348406157701	12.691435340019307	
1.7391554126382625E12	128.0	3.564106650842029	12.683165393253017	
1.7391554126402156E12	128.0	3.6885645415661186	12.681891244477978	
1.7391554126421687E12	128.0	3.6260110488745827	12.695474151230751	
1.7391554126441216E12	128.0	3.603052330380956	12.70670108477685	
1.7391554126460747E12	128.0	3.5908878156607726	12.71867327515363	
1.7391554126480278E12	128.0	3.3697148207483476	12.730837789873814	
1.739155412649981E12	128.0	3.2267937930576553	12.730933952045515	
1.7391554126519338E12	128.0	3.287039393628366	12.722038951163167	
1.739155412653887E12	128.0	3.3253600190512365	12.711052423046322	
1.73915541265584E12	128.0	3.3563963599677518	12.70766270649386	
1.7391554126577932E12	128.0	3.5724246786941705	12.691098772418353	
1.739155412659746E12	128.0	3.6977239884206443	12.6908583669891	
1.7391554126616992E12	128.0	3.62896803565439	12.702566111393704	
1.7391554126636523E12	128.0	3.597571086593996	12.71583649108845	
1.7391554126656055E12	128.0	3.608581655253767	12.723289059395281	
1.7391554126675583E12	128.0	3.3692580504327676	12.734011141539948	
1.7391554126695115E12	128.0	3.2303998744964453	12.733121641451714	
1.7391554126714646E12	128.0	3.2995404759495033	12.719803180671118	
1.7391554126734175E12	128.0	3.336009979567128	12.713384355710073	
1.7391554126753706E12	128.0	3.331995208898609	12.715139315343617	
1.7391554126773237E12	128.0	3.4184930823437076	12.70953786884203	
1.7391554126792769E12	128.0	3.659403362997774	12.697469516293548	
1.7391554126812297E12	128.0	3.6432240776090716	12.708287760609917	
1.7391554126831829E12	128.0	3.5882193153960684	12.719346410355538	
1.739155412685136E12	128.0	3.5958882485892274	12.732809114393685	
1.739155412687089E12	128.0	3.508861483199773	12.741752196361883	
1.739155412689042E12	128.0	3.2410257944694116	12.750478913443754	
1.739155412690995E12	128.0	3.238765983434437	12.737064290491457	
1.7391554126929482E12	128.0	3.3050457602793886	12.72872222209639	
1.7391554126949014E12	128.0	3.3364186687968576	12.722760167450925	
1.7391554126968542E12	128.0	3.4177718660559497	12.71679811280546	
1.7391554126988074E12	128.0	3.6554607139580306	12.70035438144458	
1.7391554127007605E12	128.0	3.646637834704459	12.71223040964966	
1.7391554127027136E12	128.0	3.58562293676014	12.722639964736299	
1.7391554127046665E12	128.0	3.5924264104079895	12.734371749683827	
1.7391554127066196E12	128.0	3.4949420088460457	12.747714251007348	
1.7391554127085728E12	128.0	3.24088155121186	12.758676738581268	
1.739155412710526E12	128.0	3.252396971273061	12.749517291726743	
1.7391554127124788E12	128.0	3.3125223691291454	12.740838655730723	
1.739155412714432E12	128.0	3.333173195501947	12.738939452839627	
1.739155412716385E12	128.0	3.3501938998930334	12.734708317284781	
1.7391554127183381E12	128.0	3.5771847061933726	12.720235910443773	
1.739155412720291E12	128.0	3.6463253076464306	12.72004358610037	
1.7391554127222441E12	128.0	3.5786271387688884	12.729371316755373	
1.7391554127241973E12	128.0	3.5640585697561784	12.742689777535968	
1.7391554127261504E12	128.0	3.559827434201332	12.749925980956473	
1.7391554127281033E12	128.0	3.305911219824698	12.766850523175858	
1.7391554127300564E12	128.0	3.221456792528247	12.762234738934207	
1.7391554127320095E12	128.0	3.289419407377967	12.750070224214024	
1.7391554127339624E12	128.0	3.3347598713350144	12.745766967030402	
1.7391554127359155E12	128.0	3.3479100483151334	12.742353209935015	
1.7391554127378687E12	128.0	3.596417140533583	12.72547674880148	
1.7391554127398218E12	128.0	3.668322404423047	12.723529464824534	
1.7391554127417747E12	128.0	3.5907916534890716	12.736992168862681	
1.7391554127437278E12	128.0	3.56694343490721	12.746848791462039	
1.739155412745681E12	128.0	3.574588327557444	12.754565805741048	
1.739155412747634E12	128.0	3.3031946384741433	12.769206496382534	
1.739155412749587E12	128.0	3.223476198133969	12.769398820725936	
1.73915541275154E12	128.0	3.24544925436766	12.765071522999389	
1.7391554127534932E12	128.0	3.321321207839792	12.756657332975546	
1.7391554127554463E12	128.0	3.341467182811163	12.750358710729127	
1.7391554127573992E12	128.0	3.4567175455948767	12.741607953104332	
1.7391554127593523E12	128.0	3.659884173856279	12.73100607367429	
1.7391554127613054E12	128.0	3.620361521287146	12.743915845225157	
1.7391554127632585E12	128.0	3.5610775424334458	12.756921778947724	
1.7391554127652114E12	128.0	3.571246692090832	12.764398387797481	
1.7391554127671646E12	128.0	3.4427499901552983	12.77531279428555	
1.7391554127691177E12	128.0	3.212441588931273	12.780265146128155	
1.7391554127710708E12	128.0	3.2592004449209107	12.76927861801131	
1.7391554127730237E12	128.0	3.314205207133914	12.760792306358692	
1.7391554127749768E12	128.0	3.3363225066251565	12.756513089717995	
