"sep=	"
Shimmer_6749_TimestampSync_Unix_CAL	Shimmer_6749_ECG_EMG_Status1_CAL	Shimmer_6749_ECG_EMG_Status2_CAL	Shimmer_6749_ECG_LA-RA_24BIT_CAL	Shimmer_6749_ECG_LL-LA_24BIT_CAL	Shimmer_6749_ECG_LL-RA_24BIT_CAL	Shimmer_6749_ECG_Vx-RL_24BIT_CAL	
ms	no_units	no_units	mV	mV	mV	mV	
1.739173081620309E12	128.0	128.0	19.19048359280629	-6.064491398869919	13.125992193936373	-605.0000721216288	
1.7391730816222625E12	128.0	128.0	19.238732962457295	-6.169428368738695	13.0693045937186	-605.0000721216288	
1.7391730816242158E12	128.0	128.0	19.241762070865878	-6.388678120217099	12.853083950648779	-605.0000721216288	
1.7391730816261692E12	128.0	128.0	19.248469382342027	-6.688776217553164	12.559693164788863	-605.0000721216288	
1.7391730816281223E12	128.0	128.0	19.35809425808123	-6.91898845660549	12.43910580147574	-605.0000721216288	
1.7391730816300757E12	128.0	128.0	19.37987498997152	-7.206681633792119	12.1731933561794	-605.0000721216288	
1.739173081632029E12	128.0	128.0	19.31662432153515	-7.196151875990855	12.120472445544296	-605.0000721216288	
1.7391730816339824E12	128.0	128.0	19.272485884724365	-7.009933830491759	12.262552054232605	-605.0000721216288	
1.7391730816359358E12	128.0	128.0	19.256547004764915	-6.86496935665242	12.391577648112495	-605.0000721216288	
1.7391730816378892E12	128.0	128.0	19.32484618721559	-6.599561762757514	12.725284424458078	-605.0000721216288	
1.7391730816398425E12	128.0	128.0	19.34489600001526	-6.34980456230695	12.99509143770831	-605.0000721216288	
1.739173081641796E12	128.0	128.0	19.405766654702028	-6.287347231787114	13.118419422914913	-605.0000721216288	
1.739173081643749E12	128.0	128.0	19.421921899547804	-6.461593086909424	12.96032881263838	-605.0000721216288	
1.7391730816457024E12	128.0	128.0	19.415286709700432	-6.71611031485919	12.699176394841242	-605.0000721216288	
1.7391730816476558E12	128.0	128.0	19.446587496589125	-6.942139499442517	12.504447997146608	-605.0000721216288	
1.7391730816496091E12	128.0	128.0	19.556933588616086	-7.1940603487563575	12.362873239859729	-605.0000721216288	
1.7391730816515625E12	128.0	128.0	19.502265394004034	-7.370037122969283	12.132228271034752	-605.0000721216288	
1.7391730816535159E12	128.0	128.0	19.440889887915837	-7.23920848837	12.201681399545837	-605.0000721216288	
1.7391730816554692E12	128.0	128.0	19.409733344284696	-6.982816098072064	12.426917246212632	-605.0000721216288	
1.7391730816574224E12	128.0	128.0	19.477960405106593	-6.710556949443452	12.76740345566314	-605.0000721216288	
1.7391730816593757E12	128.0	128.0	19.500534474913415	-6.470103439104966	13.03043103580845	-605.0000721216288	
1.739173081661329E12	128.0	128.0	19.566381521985715	-6.4068527706686	13.159528751317115	-605.0000721216288	
1.7391730816632825E12	128.0	128.0	19.58700830781559	-6.596388411091379	12.990619896724212	-605.0000721216288	
1.7391730816652358E12	128.0	128.0	19.602370214744834	-6.843332868019685	12.75903734672515	-605.0000721216288	
1.7391730816671892E12	128.0	128.0	19.619174554249593	-7.08227182415388	12.536902730095713	-605.0000721216288	
