"sep=	"
Shimmer_6749_TimestampSync_Unix_CAL	Shimmer_6749_ECG_EMG_Status1_CAL	Shimmer_6749_ECG_EMG_Status2_CAL	Shimmer_6749_ECG_LA-RA_24BIT_CAL	Shimmer_6749_ECG_LL-LA_24BIT_CAL	Shimmer_6749_ECG_LL-RA_24BIT_CAL	Shimmer_6749_ECG_Vx-RL_24BIT_CAL	
ms	no_units	no_units	mV	mV	mV	mV	
1.7388210547548796E12	128.0	128.0	38.17628600314689	-24.478657779533602	13.69762822361329	-605.0000721216288	
1.7388210547744087E12	128.0	128.0	38.17354538125341	-24.717452492410246	13.456092888843166	-605.0000721216288	
1.7388210547939377E12	128.0	128.0	38.2182607910944	-24.608693076216355	13.609567714878049	-605.0000721216288	
1.7388210548134668E12	128.0	128.0	38.290166054983864	-24.829962233300478	13.460203821683386	-605.0000721216288	
1.7388210548329958E12	128.0	128.0	38.345483344254895	-24.756903023350603	13.588580320904294	-605.0000721216288	
1.738821054852525E12	128.0	128.0	38.43585174511096	-24.99353408736397	13.44231765774699	-605.0000721216288	
1.7388210548720537E12	128.0	128.0	38.478619870975	-24.873884305224934	13.60473556575007	-605.0000721216288	
1.7388210548915828E12	128.0	128.0	38.56595916342249	-25.08238793401575	13.483571229406742	-605.0000721216288	
1.7388210549111118E12	128.0	128.0	38.61752612799718	-25.01726210323121	13.600264024765972	-605.0000721216288	
1.7388210549306409E12	128.0	128.0	38.71005817771652	-25.21977963683363	13.49027854088289	-605.0000721216288	
1.73882105495017E12	128.0	128.0	38.749364465399324	-25.178381821916325	13.570982643483001	-605.0000721216288	
1.738821054969699E12	128.0	128.0	38.84997413754155	-24.963243003278137	13.886731134263414	-605.0000721216288	
1.738821054989228E12	128.0	128.0	38.870096071969996	-25.32644752579302	13.543648546176977	-605.0000721216288	
1.738821055008757E12	128.0	128.0	38.97835063676246	-25.053250795990323	13.925099840772134	-605.0000721216288	
1.7388210550282861E12	128.0	128.0	38.99695801698661	-25.442563348122043	13.55439466886457	-605.0000721216288	
1.738821055047815E12	128.0	128.0	39.10261620314315	-25.18516125502125	13.9174549481219	-605.0000721216288	
1.738821055067344E12	128.0	128.0	39.13759519309941	-25.561203427458224	13.576391765641185	-605.0000721216288	
1.738821055086873E12	128.0	128.0	39.23553636497693	-25.303584969471096	13.931951395505834	-605.0000721216288	
1.738821055106402E12	128.0	128.0	39.34242061882265	-25.254470140274783	14.087950478547869	-605.0000721216288	
1.7388210551259312E12	128.0	128.0	39.375235959915635	-25.46405559349723	13.911180366418407	-605.0000721216288	
1.7388210551454602E12	128.0	128.0	39.48392325448075	-25.391789721463887	14.092133533016865	-605.0000721216288	
1.7388210551649893E12	128.0	128.0	39.50051122909918	-25.5800271725687	13.920484056530483	-605.0000721216288	
1.7388210551845183E12	128.0	128.0	39.59643299537099	-25.4972315427341	14.099201452636892	-605.0000721216288	
1.7388210552040474E12	128.0	128.0	39.62008888960945	-25.703932130805512	13.916156758803936	-605.0000721216288	
1.7388210552235762E12	128.0	128.0	39.713847007017975	-25.593009065748344	14.120837941269631	-605.0000721216288	
1.7388210552431052E12	128.0	128.0	39.736637441711125	-25.8398092794191	13.896828162292024	-605.0000721216288	
1.7388210552626343E12	128.0	128.0	39.84308896578419	-25.723044362431093	14.120044603353097	-605.0000721216288	
1.7388210552821633E12	128.0	128.0	39.878789172028206	-25.978427049926168	13.900362122102038	-605.0000721216288	
1.7388210553016924E12	128.0	128.0	39.944419854214175	-25.836852292639293	14.107567561574884	-605.0000721216288	
1.7388210553212214E12	128.0	128.0	40.01423359086914	-26.094975602027844	13.919257988841295	-605.0000721216288	
1.7388210553407505E12	128.0	128.0	40.061689622603616	-25.960468764361003	14.101220858242614	-605.0000721216288	
1.7388210553602795E12	128.0	128.0	40.116718425359544	-26.19060888178455	13.926109543574995	-605.0000721216288	
1.7388210553798086E12	128.0	128.0	40.181627891257754	-26.068218477752033	14.113409413505723	-605.0000721216288	
1.7388210553993374E12	128.0	128.0	40.24213793780064	-26.295329486766995	13.946808451033647	-605.0000721216288	
1.7388210554188665E12	128.0	128.0	40.2288675581059	-26.629613236142788	13.59925432196311	-605.0000721216288	
1.7388210554383955E12	128.0	128.0	40.35493616520598	-26.41757564754196	13.937360517664018	-605.0000721216288	
1.7388210554579246E12	128.0	128.0	40.33394877123222	-26.74450299078262	13.589445780449603	-605.0000721216288	
1.7388210554774536E12	128.0	128.0	40.4686719737854	-26.505996764421077	13.96267520936432	-605.0000721216288	
1.7388210554969827E12	128.0	128.0	40.46297436511211	-26.843237500576677	13.619736864535435	-605.0000721216288	
1.7388210555165117E12	128.0	128.0	40.59315390505242	-26.60747189610862	13.985682008943797	-605.0000721216288	
1.7388210555360408E12	128.0	128.0	40.59279329690854	-26.96793579673002	13.624857500178518	-605.0000721216288	
1.7388210555555698E12	128.0	128.0	40.58760053963668	-27.008540273730794	13.57906026590589	-605.0000721216288	
1.7388210555750986E12	128.0	128.0	40.688642941551564	-27.037749533384986	13.650893408166578	-605.0000721216288	
1.7388210555946277E12	128.0	128.0	40.68676777920339	-27.12047304159082	13.566294737612575	-605.0000721216288	
1.7388210556141567E12	128.0	128.0	40.79184899232972	-27.120545163219592	13.671303829110126	-605.0000721216288	
1.7388210556336858E12	128.0	128.0	40.79408476282177	-27.21141841547709	13.582666347344679	-605.0000721216288	
1.7388210556532148E12	128.0	128.0	40.91034482840834	-27.231684593163084	13.678660235245257	-605.0000721216288	
1.738821055672744E12	128.0	128.0	40.90363751693219	-27.325803318715494	13.577834198216701	-605.0000721216288	
1.738821055692273E12	128.0	128.0	41.005689621649935	-27.314768709512794	13.690920912137141	-605.0000721216288	
1.738821055711802E12	128.0	128.0	40.99479925570479	-27.426629355744048	13.568169899960745	-605.0000721216288	
1.738821055731331E12	128.0	128.0	41.06345904629935	-27.207018996121768	13.85644005017758	-605.0000721216288	
1.7388210557508599E12	128.0	128.0	41.099159252543366	-27.52197414898565	13.577185103557719	-605.0000721216288	
1.738821055770389E12	128.0	128.0	41.16096748840422	-27.290680085501684	13.870287402902534	-605.0000721216288	
1.738821055789918E12	128.0	128.0	41.212245966463804	-27.64083059320815	13.571415373255656	-605.0000721216288	
1.738821055809447E12	128.0	128.0	41.277804527021	-27.42727845040303	13.850526076617966	-605.0000721216288	
1.738821055828976E12	128.0	128.0	41.30896107065214	-27.741872995123032	13.567088075529108	-605.0000721216288	
1.7388210558485051E12	128.0	128.0	41.35858075124988	-27.51685351334256	13.84172723790732	-605.0000721216288	
1.7388210558680342E12	128.0	128.0	41.464238937406414	-27.316643871860965	14.147595065545449	-605.0000721216288	
1.7388210558875632E12	128.0	128.0	41.49243849425775	-27.659293730174745	13.833144764083	-605.0000721216288	
1.7388210559070923E12	128.0	128.0	41.592110585225896	-27.416748692601768	14.175361892624128	-605.0000721216288	
1.738821055926621E12	128.0	128.0	41.58864874704466	-27.76487979470251	13.823768952342148	-605.0000721216288	
1.7388210559461501E12	128.0	128.0	41.657885510669416	-27.505169809480886	14.15271570118853	-605.0000721216288	
1.7388210559656792E12	128.0	128.0	41.64995213150408	-27.780746553033183	13.869205578470897	-605.0000721216288	
1.7388210559852083E12	128.0	128.0	41.74298903262485	-27.555005854964957	14.187983177659891	-605.0000721216288	
1.7388210560047373E12	128.0	128.0	41.74464783008669	-27.906743038504487	13.837904791582202	-605.0000721216288	
1.7388210560242664E12	128.0	128.0	41.834367136283774	-27.67162652869541	14.162740607588365	-605.0000721216288	
1.7388210560437954E12	128.0	128.0	41.89574264237197	-27.74425300887263	14.151489633499342	-605.0000721216288	
1.7388210560633245E12	128.0	128.0	41.91939853661043	-27.77165922780743	14.147739308803	-605.0000721216288	
1.7388210560828535E12	128.0	128.0	41.98207223201659	-27.838011126281156	14.144061105735435	-605.0000721216288	
1.7388210561023823E12	128.0	128.0	42.01221907284487	-27.853228789952848	14.158990282892024	-605.0000721216288	
1.7388210561219114E12	128.0	128.0	42.085422526052305	-27.913161863465536	14.172260662586769	-605.0000721216288	
1.7388210561414404E12	128.0	128.0	42.113838447789966	-27.971291896258823	14.142546551531144	-605.0000721216288	
1.7388210561609695E12	128.0	128.0	42.176367899938576	-27.995380520269936	14.18098737966864	-605.0000721216288	
1.7388210561804985E12	128.0	128.0	42.18848433357291	-28.33045760756226	13.858026726010648	-605.0000721216288	
1.7388210562000276E12	128.0	128.0	42.262697489583196	-28.095629584268284	14.167067905314912	-605.0000721216288	
1.7388210562195566E12	128.0	128.0	42.27856424791387	-28.42515330614487	13.853410941768997	-605.0000721216288	
1.7388210562390857E12	128.0	128.0	42.37138478414831	-28.19609501315296	14.175289770995352	-605.0000721216288	
1.7388210562586145E12	128.0	128.0	42.363812013126854	-28.495471894201266	13.868340118925586	-605.0000721216288	
1.7388210562781436E12	128.0	128.0	42.4548295086419	-28.263817222573426	14.191012286068474	-605.0000721216288	
1.7388210562976726E12	128.0	128.0	42.467234428791336	-28.58245057850487	13.884783850286468	-605.0000721216288	
1.7388210563172017E12	128.0	128.0	42.43477969584223	-28.832063535697884	13.602716160144348	-605.0000721216288	
1.7388210563367307E12	128.0	128.0	42.53618270590099	-28.651038247470645	13.885144458430347	-605.0000721216288	
1.7388210563562598E12	128.0	128.0	42.51735896079051	-28.901444542580194	13.615914418210318	-605.0000721216288	
1.7388210563757888E12	128.0	128.0	42.62705595815849	-28.712774361702728	13.914281596455766	-605.0000721216288	
1.7388210563953179E12	128.0	128.0	42.61277587566089	-28.965704913819426	13.647070961841461	-605.0000721216288	
1.738821056414847E12	128.0	128.0	42.70588489841043	-28.822471359070704	13.883413539339728	-605.0000721216288	
1.7388210564343757E12	128.0	128.0	42.686989031671175	-29.05196238183527	13.635026649835904	-605.0000721216288	
1.7388210564539048E12	128.0	128.0	42.79221448805505	-28.850021821263056	13.942192666791996	-605.0000721216288	
1.7388210564734338E12	128.0	128.0	42.76141855256779	-29.118314280308997	13.643104272258793	-605.0000721216288	
1.738821056492963E12	128.0	128.0	42.77454468900498	-29.01900279748473	13.75554189152025	-605.0000721216288	
1.738821056512492E12	128.0	128.0	42.85034452084834	-29.199595355939312	13.650749164909026	-605.0000721216288	
1.738821056532021E12	128.0	128.0	42.86577854940636	-29.12393976735351	13.741838782052849	-605.0000721216288	
1.73882105655155E12	128.0	128.0	42.9264328392068	-29.267894538389985	13.658538300816812	-605.0000721216288	
1.738821056571079E12	128.0	128.0	42.94431900314319	-29.21863546593612	13.725683537207072	-605.0000721216288	
1.7388210565906082E12	128.0	128.0	43.02826857903821	-29.369874521478952	13.65839405755926	-605.0000721216288	
1.738821056610137E12	128.0	128.0	43.040168647786224	-29.303811109520336	13.736357538265889	-605.0000721216288	
1.738821056629666E12	128.0	128.0	43.11344422262243	-29.04071140774625	14.072732814876177	-605.0000721216288	
1.738821056649195E12	128.0	128.0	43.11719454731877	-29.381630346969413	13.735564200349355	-605.0000721216288	
1.738821056668724E12	128.0	128.0	43.18599858117087	-29.09912992705464	14.086868654116232	-605.0000721216288	
1.7388210566882532E12	128.0	128.0	43.17474760708185	-29.442933731428834	13.731813875653014	-605.0000721216288	
1.7388210567077822E12	128.0	128.0	43.24802318191805	-29.17125155583043	14.076771626087622	-605.0000721216288	
1.7388210567273113E12	128.0	128.0	43.25588443945461	-29.534383956716535	13.721500482738076	-605.0000721216288	
1.7388210567468403E12	128.0	128.0	43.342502515614335	-29.275178822896343	14.067323692717993	-605.0000721216288	
1.7388210567663694E12	128.0	128.0	43.42428844264608	-29.163173933407535	14.261114509238544	-605.0000721216288	
1.7388210567858982E12	128.0	128.0	43.40705137336867	-29.34701196515703	14.060039408211638	-605.0000721216288	
1.7388210568054272E12	128.0	128.0	43.49064034111981	-29.248133212105415	14.24250712901439	-605.0000721216288	
1.7388210568249563E12	128.0	128.0	43.4924433818392	-29.439904623020247	14.052538758818956	-605.0000721216288	
1.7388210568444854E12	128.0	128.0	43.56571895667541	-29.310951150769135	14.254767805906274	-605.0000721216288	
1.7388210568640144E12	128.0	128.0	43.55201584720801	-29.51397353577299	14.038042311435023	-605.0000721216288	
1.7388210568835435E12	128.0	128.0	43.63459511215629	-29.37304787314509	14.261547239011199	-605.0000721216288	
1.7388210569030725E12	128.0	128.0	43.62125261083277	-29.597274017009028	14.023978593823744	-605.0000721216288	
1.7388210569226016E12	128.0	128.0	43.708014930250044	-29.446828299382723	14.26118663086732	-605.0000721216288	
1.7388210569421306E12	128.0	128.0	43.74797031259183	-29.667159875292768	14.080810437299066	-605.0000721216288	
1.7388210569616594E12	128.0	128.0	43.77898261296542	-29.558256215841322	14.2207263971241	-605.0000721216288	
1.7388210569811885E12	128.0	128.0	43.816630103186384	-29.766543479745806	14.05008662344058	-605.0000721216288	
1.7388210570007175E12	128.0	128.0	43.85254667431673	-29.615592910718075	14.236953763598653	-605.0000721216288	
1.7388210570202466E12	128.0	128.0	43.903608787489986	-29.81133101121557	14.092277776274416	-605.0000721216288	
1.7388210570397756E12	128.0	128.0	43.93555866903766	-29.700335824529628	14.235222844508034	-605.0000721216288	
1.7388210570593047E12	128.0	128.0	43.97551405137945	-29.874365314765612	14.101148736613839	-605.0000721216288	
1.7388210570788337E12	128.0	128.0	43.95099269759568	-30.212327267208966	13.738665430386714	-605.0000721216288	
1.7388210570983628E12	128.0	128.0	44.048356896443	-29.919946184151915	14.128410712291089	-605.0000721216288	
1.7388210571178918E12	128.0	128.0	44.00652635175304	-30.25913420428445	13.747392147468586	-605.0000721216288	
1.7388210571374207E12	128.0	128.0	44.11167968650815	-29.977715608801322	14.133964077706825	-605.0000721216288	
1.7388210571569497E12	128.0	128.0	44.08852864367112	-30.323033967379807	13.76549467629131	-605.0000721216288	
1.7388210571764788E12	128.0	128.0	44.178680679640856	-30.037143830912573	14.141536848728283	-605.0000721216288	
1.7388210571960078E12	128.0	128.0	44.166708489264074	-30.367388769076918	13.799319720187155	-605.0000721216288	
1.7388210572155369E12	128.0	128.0	44.25145140307563	-30.07983983514784	14.171611567927787	-605.0000721216288	
1.738821057235066E12	128.0	128.0	44.22779550883717	-30.40402655649502	13.823768952342148	-605.0000721216288	
1.738821057254595E12	128.0	128.0	44.20716872300729	-30.49980407950927	13.707364643498021	-605.0000721216288	
1.738821057274124E12	128.0	128.0	44.27215031053428	-30.45198743963092	13.820162870903358	-605.0000721216288	
1.738821057293653E12	128.0	128.0	44.26659694511854	-30.581662128169793	13.68493481694875	-605.0000721216288	
1.738821057313182E12	128.0	128.0	44.35732595411849	-30.5211520816269	13.836173872491583	-605.0000721216288	
1.738821057332711E12	128.0	128.0	44.34362284465109	-30.64202793145513	13.701594913195958	-605.0000721216288	
1.73882105735224E12	128.0	128.0	44.426562717743245	-30.59053308850921	13.836029629234032	-605.0000721216288	
1.738821057371769E12	128.0	128.0	44.407738972632764	-30.73362240000038	13.674116572632382	-605.0000721216288	
1.738821057391298E12	128.0	128.0	44.448127084747206	-30.50355440420561	13.944572680541597	-605.0000721216288	
1.7388210574108271E12	128.0	128.0	44.47135024921301	-30.782953594083022	13.688396655129988	-605.0000721216288	
1.7388210574303562E12	128.0	128.0	44.50762742848723	-30.57704634392814	13.930581084559094	-605.0000721216288	
1.7388210574498853E12	128.0	128.0	44.51346928041807	-30.85940252058536	13.654066759832713	-605.0000721216288	
1.7388210574694143E12	128.0	128.0	44.55818469025907	-30.643181877515545	13.915002812743523	-605.0000721216288	
1.738821057488943E12	128.0	128.0	44.593019436957775	-30.89344392936754	13.699575507590236	-605.0000721216288	
1.7388210575084722E12	128.0	128.0	44.63160450835282	-30.716168965836644	13.915435542516178	-605.0000721216288	
1.7388210575280012E12	128.0	128.0	44.716708030308254	-30.477662739475104	14.23904529083315	-605.0000721216288	
1.7388210575475303E12	128.0	128.0	44.69918247451574	-30.78785786483978	13.911324609675958	-605.0000721216288	
1.7388210575670593E12	128.0	128.0	44.777145955222366	-30.527570906587947	14.249575048634417	-605.0000721216288	
1.7388210575865884E12	128.0	128.0	44.763442845754966	-30.856950385206986	13.90649246054798	-605.0000721216288	
1.7388210576061174E12	128.0	128.0	44.83116505517543	-30.585989425896337	14.245175629279094	-605.0000721216288	
1.7388210576256465E12	128.0	128.0	44.808014012338404	-30.901377308532872	13.906636703805532	-605.0000721216288	
1.7388210576451755E12	128.0	128.0	44.88460718209829	-30.626954511040985	14.257652671057306	-605.0000721216288	
1.7388210576647043E12	128.0	128.0	44.87934230319766	-31.0043669944247	13.87497530877296	-605.0000721216288	
1.7388210576842334E12	128.0	128.0	44.96394097375166	-30.724823561289735	14.239117412461926	-605.0000721216288	
1.7388210577037625E12	128.0	128.0	45.04276991400361	-30.790670608362035	14.25209930564157	-605.0000721216288	
1.7388210577232915E12	128.0	128.0	45.02913892616498	-30.82132230059175	14.207816625573233	-605.0000721216288	
1.7388210577428206E12	128.0	128.0	45.08200408005764	-30.819807746387454	14.26219633367018	-605.0000721216288	
1.7388210577623496E12	128.0	128.0	45.09412051369197	-30.86892257558377	14.225197938108199	-605.0000721216288	
1.7388210577818787E12	128.0	128.0	45.13746561258622	-30.86473952111477	14.272726091471446	-605.0000721216288	
1.7388210578014077E12	128.0	128.0	45.15455843860608	-30.923807135082146	14.230751303523935	-605.0000721216288	
1.7388210578209368E12	128.0	128.0	45.211534525338955	-30.925177446028883	14.28635707931007	-605.0000721216288	
1.7388210578404656E12	128.0	128.0	45.20814480878649	-31.235949544423768	13.972195264362725	-605.0000721216288	
1.7388210578599946E12	128.0	128.0	45.26988092301857	-30.983091113935842	14.286789809082725	-605.0000721216288	
1.7388210578795237E12	128.0	128.0	45.24896565067359	-31.278429183772708	13.970536466900882	-605.0000721216288	
1.7388210578990527E12	128.0	128.0	45.317048468237935	-31.028311375178262	14.288737093059671	-605.0000721216288	
1.7388210579185818E12	128.0	128.0	45.31373087331425	-31.308071173199558	14.005659700114693	-605.0000721216288	
1.7388210579381108E12	128.0	128.0	45.36529783788894	-31.074685582481095	14.290612255407842	-605.0000721216288	
1.73882105795764E12	128.0	128.0	45.36652390557813	-31.267683061085116	14.098840844493013	-605.0000721216288	
1.738821057977169E12	128.0	128.0	45.421913316477934	-31.002203345561426	14.419709970916507	-605.0000721216288	
1.738821057996698E12	128.0	128.0	45.41253750473708	-31.298695361458705	14.113842143278378	-605.0000721216288	
1.7388210580162268E12	128.0	128.0	45.365874810919145	-31.585162470956142	13.780712339963001	-605.0000721216288	
1.7388210580357559E12	128.0	128.0	45.44044857507331	-31.36886970625755	14.071578868815765	-605.0000721216288	
1.738821058055285E12	128.0	128.0	45.39530043545967	-31.657428342989487	13.73787209247018	-605.0000721216288	
1.738821058074814E12	128.0	128.0	45.49922770252558	-31.50654989559053	13.992677806935049	-605.0000721216288	
1.738821058094343E12	128.0	128.0	45.47095602404547	-31.763375015661122	13.707581008384349	-605.0000721216288	
1.738821058113872E12	128.0	128.0	45.55396801876641	-31.52176755926223	14.032200459504184	-605.0000721216288	
1.7388210581334011E12	128.0	128.0	45.52201813721873	-31.794675802549815	13.727342334668915	-605.0000721216288	
1.7388210581529302E12	128.0	128.0	45.508242906122554	-31.71108683479867	13.797156071323881	-605.0000721216288	
1.7388210581724592E12	128.0	128.0	45.56940204732443	-31.841194253110206	13.728207794214224	-605.0000721216288	
1.738821058191988E12	128.0	128.0	45.57473904785384	-31.786670301755706	13.788068746098132	-605.0000721216288	
1.738821058211517E12	128.0	128.0	45.6302727020112	-31.88324116268649	13.747031539324707	-605.0000721216288	
1.7388210582310461E12	128.0	128.0	45.61837263326319	-31.81039831762294	13.80797431564025	-605.0000721216288	
1.7388210582505752E12	128.0	128.0	45.68797000503183	-31.907978881356584	13.779991123675243	-605.0000721216288	
1.7388210582701042E12	128.0	128.0	45.67340143601912	-31.866364701552953	13.807036734466164	-605.0000721216288	
1.7388210582896333E12	128.0	128.0	45.74105152381081	-31.576291510616723	14.164760013194087	-605.0000721216288	
1.7388210583091624E12	128.0	128.0	45.731892076956285	-31.935529343548936	13.796362733407348	-605.0000721216288	
1.7388210583286914E12	128.0	128.0	45.80105671895227	-31.657644707875814	14.143412011076453	-605.0000721216288	
1.7388210583482205E12	128.0	128.0	45.7649237829356	-31.989548443502002	13.775375339433593	-605.0000721216288	
1.7388210583677493E12	128.0	128.0	45.82153926152459	-31.71159168620011	14.109947575324485	-605.0000721216288	
